Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@okeagbo,"@moshoba_ahmed @followlasg @jidesanwoolu @MBuhari @drobafemihamzat @OjOlga @shibiri Is there an area in @followlasg knows as @OkeAgbo ?. I want to know. There is my town called @okeagbo, one of the five major towns in Ijebu Igbo, Ogun State and it is my nickname from the University.",2020-04-01 14:20:30,en,,0.0,0.0,@moshoba_ahmed,Clement Taiwo Adeoye,"I am a #Nigerian, a nation of coat of many colours. No nation like #Nigeria and no nation shall be.",1940.0,814.0,590.0,136.0,2.0,False,,
@BabajideIshola1,@daily_trust @MBuhari 11m from the north you mean.,2020-04-01 14:20:21,en,,0.0,0.0,@daily_trust,BabajideIshola-James,"Husband, father, building interior and exterior works,contractor.",376.0,536.0,270.0,48.0,0.0,False,,
@EllaEll34419057,@renoomokri @MBuhari Seconded Sir,2020-04-01 14:20:20,en,,0.0,0.0,@renoomokri,Ella Ella,,105.0,13.0,72.0,2.0,0.0,False,,
@Tgladyz1,@renoomokri @MBuhari Some live on pay day loan .,2020-04-01 14:20:20,en,,0.0,0.0,@renoomokri,Gladys Nkiruka Osaze,,5.0,5.0,10.0,1.0,0.0,False,,
@OladeleZinsu,@DrOlusesan @IkejaElectric @MBuhari Past 3 days now we don't have light Clem road ifajo ijaye Lagos @jidesanwoolu  @MBuhari @femigbaja @nassnigeria @atiku,2020-04-01 14:20:14,en,,0.0,0.0,@DrOlusesan,S7entertainment,,1184.0,159.0,2206.0,570.0,0.0,False,,
@cerdeeq7,@4Benzene @kingsijeh @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct No? You are?,2020-04-01 14:20:10,en,,0.0,0.0,@4Benzene,Abubakar❤️,,31025.0,106247.0,1128.0,1234.0,0.0,False,,
@vjpriceless,"@mrlilgaga_dot @BashirAhmaad @MBuhari Exactly how will they even know ! I'm so pissed at the people donating money...how can you be donating to a system that doesn't work ??? How can ! Rubbish I'm so pissed , no light ! Just light and they are talking of transfers ??? Wtf!",2020-04-01 14:20:09,en,,0.0,0.0,@mrlilgaga_dot,MICROPHONEGODESS🎙,"Certified Blogger:::TV Presenter, Actor ,Anchor,MC,Compère & OAP , 📺📻🎙🎥💵💎! For Booking ....cogbeide321@gmail.com",25971.0,5573.0,459.0,857.0,3.0,False,,
@ShadrachGoni,"@renoomokri @MBuhari This been my thought sir
Please help us oh tell this top guys. Thanks
Indeed you are our day emancipator",2020-04-01 14:20:07,en,,0.0,0.0,@renoomokri,shadrach goni,"an official twitter account of Mr purpose shadrach goni, child of Yahweh, seed of Elohim, son of Jehovah
Expanding the Kingdom through I.c.t",1351.0,285.0,166.0,23.0,0.0,False,,
@danfaga_,"@DanBorno @jidesanwoolu @MBuhari Wahala dey.

They're really going through a lot.
Govt must do more",2020-04-01 14:20:07,en,,1.0,0.0,@DanBorno,Abba MNSE 🇳🇬,"#Islam | ❤ محمد ﷺ | #Mechanical | MNIM | MIAENG | #Arewa | #TEF 2019 |
“The mouth should have 3 gatekeepers: Is it true?  Is it kind?  Is it necessary?”",9528.0,4191.0,471.0,994.0,6.0,False,,
@elsamie10,@renoomokri @MBuhari Brand new truth.,2020-04-01 14:20:03,en,,0.0,0.0,@renoomokri,Samie,IFB Guaranteed,377.0,7226.0,1270.0,1209.0,0.0,False,,
@Ema25130704,@renoomokri @MBuhari Sir I wanted asking you this where is the money been donated goes to? Who do we know that this money is properly channelled for the purpose it was meant for. On the other hand our Billionaires should hv done giveaway will be more preferable than giving to Govt.,2020-04-01 14:20:02,en,,0.0,0.0,@renoomokri,Big4,eebig4@gmail.com,23.0,29.0,78.0,3.0,0.0,False,,
@jayyoung1337,@renoomokri @MBuhari As far as we are concerned @Imamofpeace  @renoomokri @APOSTLESULEMAN  donation is 10times better  than those audio billions. Am not a beneficiary but thats the best way to abt it if the mean well for the poor masses on #lockdown,2020-04-01 14:20:01,en,,0.0,0.0,@renoomokri,Youngjay_Official,"A PHILANTHROPIST, NURSE, SPOKEN WORD ARTIST, PUBLIC SPEAKER, A SOCIALITE, AN ENTREPRENEUR, C.E.O OF JDO RECORD's .🇳🇬🇳🇬🇱🇷",294.0,4262.0,571.0,504.0,0.0,False,,
@Rhoda20171,@renoomokri @MBuhari They forget that our daily transactions keep them in business. Even to withdraw your own money from some ATM is like a camel passing through the eye of the needle.,2020-04-01 14:20:01,en,,0.0,0.0,@renoomokri,Rhoda Nd2017,,82.0,120.0,53.0,4.0,0.0,False,,
@Abioyeconnect,"@BashirAhmaad @MBuhari @FMHDSD Good but what's the yardstick to determine the needy?
Over 80%Nigerians will actually need this as relieve.",2020-04-01 14:19:58,en,,0.0,0.0,@BashirAhmaad,Abioye Babatunde,"An entrepreneur, also open to opportunity.",293.0,358.0,86.0,52.0,0.0,False,,
@YahuzaHMohd3,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Shegiya makaryaciya,2020-04-01 14:19:54,hi,,0.0,0.0,@BashirAhmaad,Yahuza H Mohd,watching Football,51.0,3690.0,670.0,27.0,0.0,False,,
@iaogundele,@jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct You are rigth if you base your calculations on long distant views but mathatically can't be attained,2020-04-01 14:19:48,en,,0.0,0.0,@jaznasnbc,OGUNDELE Idowu,"..An individual passionate for #RealEstateInvestment..
.. Many struggle in Silent, Check on your People
PLS Always Remember and Accept that #IamHuman",4204.0,4958.0,2833.0,366.0,2.0,False,,
@SirAbel5,@renoomokri @MBuhari You're right Sir,2020-04-01 14:19:48,en,,0.0,0.0,@renoomokri,Sir Abel,,974.0,736.0,359.0,78.0,0.0,False,,
@SBWARAH,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Good,2020-04-01 14:19:43,en,,0.0,0.0,@BashirAhmaad,SBWARA,Attended federal polytechnic birnin kebbi/ federal university of technology minna.,9547.0,2119.0,669.0,317.0,0.0,False,,
@Muhdnaabba,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Gaskia mu 20k taimana kadan...,2020-04-01 14:19:43,in,,0.0,0.0,@BashirAhmaad,Muham Hassan Na'abba,"An Official Account of Muhammad Na'Abba 
Computer Scientist 💻💻, 
A @Google Certified @DigitalSkills. 
@Instagram et 📧@muhdnaabba
Arsenal Fans ⚽",8884.0,5562.0,488.0,390.0,3.0,False,,
@Beno16784083,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Just pondering why this government thrives on deceit. The appropriate route would have been to use the BVN to determine those  eligible for the token. Other countries like Kenya are using that means you dole cash to the citizenry.,2020-04-01 14:19:34,en,,1.0,0.0,@BashirAhmaad,Ben O,😎Realist😎Adventurist😎IT enthusiast,2948.0,2364.0,338.0,99.0,0.0,False,,
@dotunodumosu,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Is this how to share money?,2020-04-01 14:19:30,en,,0.0,0.0,@BashirAhmaad,Dotun Odumosu™,Back End Engineer || Trainer || @icodemag author || Campus Lead Ambassador @ https://t.co/z5JJanoWnw,2682.0,1302.0,4967.0,259.0,0.0,False,,
@SBWARAH,@Rony37220245 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Wailing because you did not get.,2020-04-01 14:19:27,en,,1.0,0.0,@Rony37220245,SBWARA,Attended federal polytechnic birnin kebbi/ federal university of technology minna.,9547.0,2119.0,669.0,317.0,0.0,False,,
@Praisez,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Na you say ""disbursement"" and na you also say ""cash transfer"" in one sentence plus the stay at home rule wey you and your people de flaunt anyhow",2020-04-01 14:19:24,en,,0.0,0.0,@BashirAhmaad,itoro,"a poet🈯,political jagaunaut🔗 ,amazing writer🉑🉐🈂, A.I coder

I'll retweet only when I have critically analyzed your mind, wholly!",5242.0,545.0,523.0,179.0,1.0,False,,
@xlcBarthez,To high temperature I think the Isolation centers should be located in areas where the Temperature is high and the Isolation room should be equiped with fan not Air conditioner @NCDCgov @ProfOsinbajo @MBuhari @WHO,2020-04-01 14:19:21,en,,0.0,0.0,@xlcBarthez,Waving Flag 💪🏾🇳🇬🇳🇬,All Sports All Sports All Sports Entertainment Government Football Government & Politics International Entertainment Music Local Music Sports TV,1298.0,164.0,699.0,146.0,0.0,False,,
@ThelmaMbanusi,@renoomokri @MBuhari I support..,2020-04-01 14:19:20,en,,0.0,0.0,@renoomokri,Thelma Mbanusi,light of the world,665.0,1799.0,177.0,93.0,0.0,False,,
@tosintonesamuwo,"@renoomokri @MBuhari What is Twitter turning to? Must people come to twitter and start begging, well I don't blame them,I blame people encouraging this bad acts, there are people on the street homeless that don't even have money for data,if u wanna help go out there and help them",2020-04-01 14:19:11,en,,0.0,0.0,@renoomokri,Tosin Tones,"I'm here to give you maximum entertainment, my world is where versatility lives for booking call 08055171138  it's all about me Nd my🎤",1624.0,4433.0,727.0,700.0,0.0,False,,
@msughterthomas,@BashirAhmaad @MBuhari @FMHDSD No please publish location of cash distribution for public knowledge,2020-04-01 14:19:05,en,,0.0,0.0,@BashirAhmaad,KASEGH,WHEN OUR SILENCE NO LONGER MEANS CONSENT,8227.0,3710.0,3998.0,1825.0,3.0,False,,
@ewurum_precious,"What next after Covid-19 pandemic? Not even one functional Electron Microscope in NIGERIA!! @AMLSNNational , @MedLabNigeria  and @YmlsfNigeria @Fmohnigeria  @MBuhari  how true is this? Time to do things right is NOW..",2020-04-01 14:19:03,en,,0.0,0.0,,Ewurum Precious,"Abhors injustice... intimidation is not my thing...I have trust issues, above all,God fearing...",1039.0,1438.0,623.0,143.0,0.0,False,,
@ndukwe_uka,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Look at the picture. The money was shared among the rich and I'm not seeing poor pple there. The rich are getting richer and the poor are getting poorer in Nigeria,2020-04-01 14:19:03,en,,0.0,0.0,@BashirAhmaad,Uka Ndukwe,Sports Sports Football Local News,58.0,37.0,147.0,21.0,0.0,False,,
@Erectorkylexy,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This is total rubish,,, it's supposed to be door to door  package,,,  this can also lead to increase of  covid 19 contraction",2020-04-01 14:19:02,en,,0.0,0.0,@BashirAhmaad,Azeez abeeb adekunle,Am jez moi sef,84.0,17.0,310.0,18.0,1.0,False,,
@biffamna,"@BashirAhmaad @MBuhari @FMHDSD Lies and more more lies.
Infographic lies.",2020-04-01 14:19:00,en,,0.0,0.0,@BashirAhmaad,LEAH SHARIBU★,"Entrepreneur.
Engineer.
Economist.
Evangelist.
Environmentalist.





Plucked from hell; Plugged to Heaven.
Politically Incorrect.",20268.0,21678.0,856.0,501.0,22.0,False,,
@Immorta72340755,"@MBuhari Please we the citizens of this country need Government help to stay at home, no money no food hunger will kill Nigerians more than covin19",2020-04-01 14:18:56,en,,0.0,0.0,@MBuhari,Immortal,my humility and association with others,7.0,2.0,34.0,0.0,0.0,False,,
@KingsleyAgu20,@MBuhari Baba na Baba help your people pls 1231321489 access bank Kingsley obiamaka Ago,2020-04-01 14:18:54,en,,0.0,0.0,@MBuhari,Kingsley Agu,Kingsley Agu God,18.0,18.0,129.0,7.0,0.0,False,,
@unclescholes123,@Banjy47 @MBuhari @tfx47 @Ayourb @Zahrahmusa @Victoria_NGR @IsuphJt @sulaymanalhikma @Aisha56567186 @witan17 @woye1 @dmightyangel @SaraOmalicha @JohnFanimokun @ishakaa @iyaboawokoya @Mohamadlapai @AvalonGroove @Geouguru @ElderAdewuyi1 @trolls_queen @the_davidatta Ismeel pls talk to ur brother... He suld desist from dis madness.,2020-04-01 14:18:48,en,,0.0,0.0,@Banjy47,Engr J.K Imisioluwa,"Auto - mechanic/ Buharist/ father and Husband to one wife/ arsenal fan/ lover of good music/ ultimately, lover of Jesus....",7760.0,829.0,1840.0,361.0,0.0,False,,
@Afomanuel,@jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Lmao.. Go back to school 😂,2020-04-01 14:18:47,en,,0.0,0.0,@jaznasnbc,HRC_Manuel,"#movement #Blaugrana #iLive
Barca fan. In love. Innovative. Psychological. Philosophical. Taurus",2806.0,1736.0,1251.0,513.0,1.0,False,,
@Obelezeliora,@obeycornel @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct @OfficialPDPNig @OfficialAPCNg You nailed it dear... https://t.co/5NyWRiutqr,2020-04-01 14:18:46,en,,0.0,0.0,@obeycornel,Dennis Okoye,"A lover of God, believer in Christ, devout Christian, fanatically honest, honestly & brutally frank, frankly sincere and sincerely & unapologetically Igbo.",1516.0,2911.0,851.0,159.0,1.0,False,,
@Koko91676040,@Olando45627090 @renoomokri @Twitter @MBuhari Our approach may differ which is ok. I dont have to force people to hate you just because I want to point out your gaps or failures. Being an opposition can only be objective when bitterness is removed that will show semblance of lost during past election.,2020-04-01 14:18:44,en,,0.0,0.0,@Olando45627090,Koko,realest,119.0,144.0,178.0,10.0,0.0,False,,
@Hatapzy,@daily_trust @MBuhari Oh really,2020-04-01 14:18:36,en,,0.0,0.0,@daily_trust,TCENT,#mr_Tcent I buy gift cards amazon iTunes btc in good rate you can contact me via IG @official_usmagalee  or. via WhatsApp,1087.0,18.0,240.0,71.0,1.0,False,,
@Oyelade_Jacobs,"@Phenolly @BashirAhmaad @MBuhari @FMHDSD Smiles, OK o bro. Stay safe Sir.",2020-04-01 14:18:33,en,,0.0,0.0,@Phenolly,Jacob Oluwaseun,"A son, Husband, Father, Teacher, Agricultural Economist, Lover of God, LAUTECH alumni and the future President.",1732.0,1562.0,252.0,120.0,0.0,False,,
@HeadmasterCFR,@renoomokri @MBuhari U nailed it,2020-04-01 14:18:21,en,,0.0,0.0,@renoomokri,Husband Material 10000 Yards,MC/Comedian/Culinary Enthusiast/Foodie/Troublemaker,11860.0,601.0,853.0,405.0,2.0,False,,
@vjpriceless,"@BashirAhmaad @MBuhari Lairs!!! I don't understand ,this covid 19 is killing all class of people and you are talking about cash transfer to poorest community ?
Jokers! wicked souls ...",2020-04-01 14:18:18,en,,0.0,0.0,@BashirAhmaad,MICROPHONEGODESS🎙,"Certified Blogger:::TV Presenter, Actor ,Anchor,MC,Compère & OAP , 📺📻🎙🎥💵💎! For Booking ....cogbeide321@gmail.com",25971.0,5573.0,459.0,857.0,3.0,False,,
@100naijafinest,"@renoomokri @MBuhari Same thing I always say...... These banks donating billions, I really don't know what is happening, there are people who has going a credit alert on their accounts for months, instead to help them at this critical time. Nway its their money, they can do whatever with it",2020-04-01 14:18:16,en,,0.0,0.0,@renoomokri,Naija Finest,"Proudly Nigerian. 
Live|Bank|Health Care in Nigeria
Visit anywhere in the World",14.0,8.0,6.0,8.0,0.0,False,,
@SkyKaycee,@BashirAhmaad @MBuhari @FMHDSD Please @BashirAhmaad  Will this disbursement be a nationwide process or just  the poorest living in Abuja and enviro??,2020-04-01 14:18:10,en,,0.0,0.0,@BashirAhmaad,Undiluted sky,Agro Farmer🐂🐂 Agricultural Entrepreneur🐂🐂,352.0,260.0,170.0,26.0,0.0,False,,
@BreakingSparrow,".. @MBuhari @NGRPresident please remind the army that we are not in lockdown for war, it’s a health related problem

It is complete stupidity to apprehend people who default the lockdown, without proper gear, endangering the lives of civilians, themselves and other good soldiers.",2020-04-01 14:17:57,en,,0.0,0.0,,b,whelmed.,60369.0,371.0,724.0,992.0,5.0,False,,
@bola_wardrobe,@Oba_Wonda @Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct The day don near I swear,2020-04-01 14:17:49,en,,1.0,0.0,@Oba_Wonda,omotosho bola,whats in other peoples mind is not in mine. I just have a different mindset than the average female.,2654.0,84.0,308.0,119.0,0.0,False,,
@ShantellAnukwe,"@DrOlusesan @Drmuzoic @Im_a_MARVEL @NGRPresident @MBuhari Just stop defending him, he is not a true leader. And you know it. Nonsense",2020-04-01 14:17:44,en,,0.0,0.0,@DrOlusesan,Anukwe Shantell,Am rich in Christ Jesus. Amen,175.0,6674.0,34.0,55.0,0.0,False,,
@dat_biglee411,@daily_trust @MBuhari Hahahahaha 🤡🤡🤡🤡🤡🤡🤡🤡,2020-04-01 14:17:43,tl,,0.0,0.0,@daily_trust,Biglee from Lee clan🇳🇬,Hating on someone's progress is a process to self affliction. #TeamChelseaFc #Livethelife,8778.0,10423.0,509.0,501.0,4.0,False,,
@EzinneObasi6,@renoomokri @MBuhari Truth,2020-04-01 14:17:35,en,,0.0,0.0,@renoomokri,Ezinne Obasi,God is forever faithful,12.0,9.0,346.0,13.0,0.0,False,,
@BaridonT,"@renoomokri @MBuhari You're so sensible Sir, God blessed you more.",2020-04-01 14:17:34,en,,0.0,0.0,@renoomokri,Baridon_T_D,I am who God says I am,36.0,94.0,619.0,50.0,0.0,False,,
@AbuNadrohQowiyy,"@aboo_aamir @MBuhari Jazaakumul Laah khyaran. 
Of course, I do pray for the Nigerian Army.",2020-04-01 14:17:27,en,,0.0,0.0,@aboo_aamir,AbdulQowiyy Badmus,المستكفي بالله,2549.0,5642.0,740.0,167.0,0.0,False,,
@olajids,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct All for the camera!! What a shame,2020-04-01 14:17:09,en,,0.0,0.0,@BashirAhmaad,O-TOLA,"Topnotcher|Town Planning Consultant|AFC|TH14|9ja Football
|Your Dream Husband|*03/29*",30813.0,9816.0,1792.0,957.0,10.0,False,,
@AniahBeoeh,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct How do we qualify,2020-04-01 14:17:06,en,,0.0,0.0,@BashirAhmaad,Aniah Godwin Bepeh,,39.0,19.0,224.0,7.0,0.0,False,,
@FAGalileo,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct We're not seeing the lists being used. At the appropriate time you guys will give account for this mindless stealing of our collective resource. No where down South, this is being done. No register from the pictures even, what's even the major criteria? None.",2020-04-01 14:17:05,en,,0.0,0.0,@BashirAhmaad,Galileo,"Edifying Elucidations / The Truth Will Hurt First, Before It Sets You Free.",7509.0,5879.0,163.0,626.0,0.0,False,,
@daily_trust,"COVID-19: 11m to get palliatives — FG
https://t.co/yN5wAEmk0x
@MBuhari",2020-04-01 14:16:59,en,,65.0,15.0,,Daily Trust,"Official Twitter handle of Daily Trust Newspapers, the most trusted news outlet in Nigeria",500711.0,190.0,804.0,1137329.0,1076.0,True,,
@modadeolaoluwaa,"@renoomokri @MBuhari Hv said it before,der is nothing so difficult in door to door delivery of relief materials from all the FMGCs,instead of donating billons dat will not get to the masses.",2020-04-01 14:16:51,en,,1.0,0.0,@renoomokri,mo,"A royal priesthood,fearfully and wonderfully made,",164.0,576.0,58.0,22.0,0.0,False,,
@SALVADOR_RASH,"@BashirAhmaad @MBuhari @FMHDSD Nice 👍🏾 one brilliant idea 

But wat I still can’t wrap my head around all these is ‘POOREST HOUSEHOLDS’

Like do u have to be a destitute to be eligible to it cos am not understanding 🤷‍♂️",2020-04-01 14:16:49,en,,0.0,0.0,@BashirAhmaad,SALVADOR,call lets give u d best decoration experience just a fone call away 08119505002 call 07010117633 whatsapp only SALVADOR am not u and u can't be me #FACT,2090.0,3113.0,1720.0,1087.0,0.0,False,,
@Goldenp78105219,@renoomokri @MBuhari Thanks for saying this,2020-04-01 14:16:45,en,,0.0,0.0,@renoomokri,Golden pearl,"Educator, milliner, Happy soul",6.0,9.0,44.0,2.0,0.0,False,,
@oladale,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What is the aggregate for the poorest ? I knew the money will start from north and end in north. Bad government,2020-04-01 14:16:44,en,,0.0,0.0,@BashirAhmaad,Mine$Treasure,"Accountant, Fashion designer,  Entrepreneur",2549.0,1414.0,413.0,213.0,0.0,False,,
@Dave34805369,@MBuhari Poverty virus don't appear on TV cos it doesn't  affect the rich. Rise up NIGERIA,2020-04-01 14:16:42,en,,0.0,0.0,@MBuhari,Dave,,7.0,0.0,19.0,0.0,0.0,False,,
@OgaMadam24,@DStvNg I am sure the money donated so far by individuals and corporate organizations for this COVID 19 is over 20b naira. Are these funds audio? When are we going to get alerts even if it's 1k during this lock down? Cc @MBuhari @ProfOsinbajo @jidesanwoolu,2020-04-01 14:16:41,en,,0.0,0.0,@DStvNg,Matt,'There are People in the World so HUNGRY that GOD can not appear to them except in the form of BREAD' - Mahatma Gandhi #TeamChelsea,3066.0,6409.0,2682.0,427.0,4.0,False,,
@jsoundmusik,@renoomokri @MBuhari Fact,2020-04-01 14:16:38,en,,0.0,0.0,@renoomokri,SOD 👑 # 1 PlayBoy,"🇺🇸🇺🇸🇬🇧🇬🇧🇸🇪🇸🇪🇪🇸🇪🇸🇰🇬🇰🇬🇯🇵🇯🇵🇳🇬🇳🇬🇩🇪🇬🇭 SOD Son Of Destiny Instagram @jsoundmusik ,lets have fun,follow me,thank you 🙏 sound 👑",2123.0,11441.0,188.0,324.0,0.0,False,,
@IdodoyOluwa,@jidesanwoolu @MBuhari @jidesanwoolu why this nah you know say I like you why you go dey follow mr bubu words hunger is killing me here since I left school am a Yabatech student nothing is here i Work daily at yaba for cry sake am hungry are you guys joking nih give us money and light,2020-04-01 14:16:33,en,,1.0,0.0,@jidesanwoolu,Oluwa Idodoy,My talent,125.0,367.0,123.0,10.0,0.0,False,,
@Ikwiseprodigy,"Hope you are ready to get funded @MBuhari is doing covid-19 relief scheme ,but hope this isn’t April fool,people really need this at the moment 🙄 https://t.co/UX2MdOrCyu",2020-04-01 14:16:32,en,,4.0,1.0,,IkeoluwaSanusi,45 Odejayi crescent off akinhanmi surulere/15 Victoria arobieke Off admiralty way lekki(morning in surulere/afternoon in lekki)book on WhatsApp+234 818 448 8404,17579.0,23802.0,12280.0,12500.0,42.0,False,,
@AugustThe4th,"@Seeker0502 @giwa_abdulazeez @TosinOlugbenga @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Still, 10mb no reach",2020-04-01 14:16:27,en,NG,0.0,0.0,@Seeker0502,UT,conversations.,19421.0,7453.0,1855.0,1032.0,2.0,False,,
@bola_wardrobe,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct A country called Nigeria 🇳🇬 hmmmmm,2020-04-01 14:16:24,en,,0.0,0.0,@BashirAhmaad,omotosho bola,whats in other peoples mind is not in mine. I just have a different mindset than the average female.,2654.0,84.0,308.0,119.0,0.0,False,,
@NkemchorGiftso2,"Please there should be a way out of this. I support the #lockdown but no provision was made for the ordinary citizens, which is very bad. Please i beg @MBuhari @IAOkowa @NigeriaGov @DSGovernment to please come to the aid of the ordinary citizens who are greately affected https://t.co/SGZ4cDNmvo",2020-04-01 14:16:17,en,,0.0,0.0,,Nkemchor Giftson,NIGERIA WILL BE GREAT AGAIN,268.0,218.0,62.0,5.0,0.0,False,,
@ede_z_ede,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This woman putting on a velvet hijab, does she look like the poorest of Nigerians...? Do you know how much that hijab cost?You guys are just taking advantage of covid-19 to enrich yourselves and your cronies... https://t.co/WmnD05GPEY",2020-04-01 14:16:09,en,,0.0,0.0,@BashirAhmaad,Flying Squirrel 📝,"Less is more...

When I run,  I move fast.",22720.0,17327.0,1634.0,1647.0,2.0,False,,
@danielobasola1,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct See this one has he hold phone , so he go post am,

Fool",2020-04-01 14:16:09,en,,0.0,0.0,@BashirAhmaad,Iphyoluwa Obasola,"| I PHOTOGRAPH FOR COZA|| |Social Media Influencer| Public Administrator| |Writer| Art 

08179022738



danielobasola22@gmail.com",4871.0,14639.0,883.0,523.0,1.0,False,,
@Lekeleke_boi,@jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Lol you are not doing well bro,2020-04-01 14:16:05,en,,0.0,0.0,@jaznasnbc,Assistant boyfriend,"Estate agent dm me for low cost high value appreciable land all around the nation, why not invest in the future now!! message icon at the top right corner↗",20660.0,32689.0,2457.0,2603.0,4.0,False,,
@olajids,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What a country @b_winklevoss @Adetunbi_1 see your country,2020-04-01 14:16:05,en,,0.0,0.0,@BashirAhmaad,O-TOLA,"Topnotcher|Town Planning Consultant|AFC|TH14|9ja Football
|Your Dream Husband|*03/29*",30813.0,9816.0,1792.0,957.0,10.0,False,,
@Ninalowoazeez1,"@BashirAhmaad Let everyone have it, @ d back of d his or her mind, Let us be our brothers or sisters keeper @ dis critical time. I really commented the spirit of  oneness of Nigerians in critical time. @MBuhari @AsiwajuTinubu @jidesanwoolu",2020-04-01 14:15:55,en,,0.0,0.0,@BashirAhmaad,Azeez Ninalowo,Thank you for contacting Ninoazmuji Venture! Please let us know how we can help you.,355.0,146.0,1754.0,236.0,0.0,False,,
@PeterAtangwho,"@adeyanjudeji Retweet if you know the @MBuhari &amp; @OfficialAPCNg regime would have put in more efforts to fight #CoronaVirusNigeria had the outbreak occurred 1 month to the Presidential election in 2019.

Bunch of deceivers!",2020-04-01 14:15:54,en,,1.0,0.0,@adeyanjudeji,𝗬𝗼𝘂𝗿 𝗙𝗶𝗿𝘀𝘁 𝗗𝗼𝗰𝘁𝗼𝗿Ⓡ 🌐,"A certified physician passionate about reforms. Let's make the world better together.
Retweets ≠ endorsements.
#HealthForAll 
📥 atangwhojr@gmail.com",1157.0,4933.0,1677.0,2355.0,1.0,False,,
@KINGSLE71607222,@BashirAhmaad @MBuhari How did you do your assessment to ascertain whether who is the poorest? How come I don't know any of the beneficiaries?,2020-04-01 14:15:50,en,,0.0,0.0,@BashirAhmaad,I'm King,Jesus is my Identity,1.0,0.0,115.0,1.0,0.0,False,,
@abubakargyusuf,@JeffOkoroafor @MBuhari Nigeria is never a useless place. Maybe your village is!,2020-04-01 14:15:49,en,,0.0,0.0,@JeffOkoroafor,Abubakar Yusuf,simply Nigerian,789.0,1129.0,394.0,79.0,0.0,False,,
@Buka_Inc,@Tafida002 @bebs730 @IlsaAida @minibaby @MBuhari 🤣🤣🤣🤣,2020-04-01 14:15:47,und,,0.0,0.0,@Tafida002,BKNY (Buka Esq.),"Lawyer, Mother, Human Rights/Social Activist, Fashionister/Owner Belicious & Fabulous incorporated & co-founder TBI Foundation. Alumna ABU Zaria",11941.0,33377.0,481.0,677.0,7.0,False,,
@ROAdeniran,@Sani_Scholar @KadariaAhmed @channelstv @NatashaAkpoti @dino_melaye @FakhuusHashim @thefaridaadamu @hassana_maina @FMWA_ng @tvcnewsng @daily_trust @MBuhari @ProfOsinbajo,2020-04-01 14:15:47,und,,0.0,0.0,@Sani_Scholar,Mafimisere,I'm a King!,28772.0,20353.0,1944.0,1716.0,0.0,False,,
@Tuoyoomamuli,@renoomokri @MBuhari This makes alotta sense though,2020-04-01 14:15:36,en,,0.0,0.0,@renoomokri,Juliette,Our God is able to deliver!!!,159.0,1795.0,223.0,48.0,0.0,False,,
@NannimDandam,@007_oj @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Simple,2020-04-01 14:15:30,es,,0.0,0.0,@007_oj,Nannim David Dandam,,352.0,119.0,176.0,14.0,0.0,False,,
@anah_chisom,@YulEdochie @MBuhari True,2020-04-01 14:15:27,en,,0.0,0.0,@YulEdochie,anahski,am different from others,22.0,11.0,74.0,2.0,0.0,False,,
