pos,neg,neu,compound,Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
0.0,0.0,1.0,0.0,@MontanaJuniho,"@renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari Access bank 
0699904188",2020-04-01 22:48:42,en,,0.0,0.0,@renoomokri,Juniho montana,Am a happy person for those who appreciate,165.0,55.0,268.0,10.0,0.0,False,,
0.0,0.0,1.0,0.0,@baruwa_babajide,@TheDailyNewsngr @NigeriaNewsdesk @NGRPresident @MBuhari where are d Nigerians?,2020-04-01 22:48:34,en,,0.0,0.0,@TheDailyNewsngr,A$@P_B@rrY,,107.0,116.0,191.0,46.0,0.0,False,,
0.057,0.0,0.943,0.3612,@NTCPAIN,"3
Looking at the estimates we have 206M population in Nigeria as at 2020,@cenbank which reported we have 40M ppl with BVN,so that means out of this 206M population you've put a smile on the face of 40M ppl.@followlasg  @MBuhari @BashirAhmaad @NCDCgov @AlikoDangote @TonyElumeluFDN",2020-04-01 22:48:30,en,,0.0,0.0,@NTCPAIN,Patrick ™©,A motivated mechanical engineering graduate with few years experience in automobile servicing and repairs. Sales Representative  #Tweet_more_talk_less,2769.0,3550.0,4257.0,1327.0,0.0,False,,
0.0,0.0,1.0,0.0,@Kessunberber,"@Mzr_islem @doulnoun @Idir31813318 @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari je suis sûr que beaucoup connaissent déja..(les inventeurs😉) télécharger le logiciel il est en open source👇
https://t.co/KWe94OEgcl",2020-04-01 22:48:26,fr,,2.0,1.0,@Kessunberber,Avdenour l'AFRICAIN,"« c'est un exilé, un non-citoyen, ce qui lui ménage une certaine distance relativement à ceux qui sont plongés dans le feu de l'action »
De savoirs avide il fut",7302.0,3145.0,883.0,189.0,2.0,False,,
0.125,0.099,0.776,-0.0258,@ernestchidi12,"@BashirAhmaad @a_iboh @MBuhari @FMHDSD A little above 5% of the population of the poverty capital of the world is only going to receive your cash transfers. 
E na try well well.",2020-04-01 22:48:23,en,,0.0,0.0,@BashirAhmaad,"CEO, Ph.D (by affidavit)","keep moving forward is my motto.
ps: likes and retweets Isn't endorsement.
very interested in rational Discussions
A veteran of the Nigerian gaming industry",4548.0,49034.0,1725.0,579.0,1.0,False,,
0.305,0.074,0.621,0.7799,@AfekuanaVictor,"@renoomokri @MBuhari You are very bold and you speak the truth, may GOD guide you even as you keep on fighting corruption and speaking the truth",2020-04-01 22:48:13,en,,0.0,0.0,@renoomokri,Afekuana Ife Victor,"I am Afekuana ife victor.. Am from Edo state...i reside in Benin city currently...
Creativity brings out the Activities going on in my head",205.0,910.0,192.0,62.0,0.0,False,,
0.236,0.0,0.764,0.5719,@b2b4love,@shehu_aware @Naney40964512 @YahayaSaniA @AishaYesufu @MBuhari We are all humans and non is perfect,2020-04-01 22:48:05,en,,0.0,0.0,@shehu_aware,Major General B2b4love,Life race is infinite...,929.0,2565.0,353.0,86.0,0.0,False,,
0.202,0.0,0.798,0.587,@okekeebuka16,"@renoomokri @MBuhari isn't only problem Nigerians had oo....masses are big problem in Nigeria ,👀some people  are still posting their account here!",2020-04-01 22:47:53,en,,0.0,0.0,@renoomokri,CHUKWU EBUKA OKEKE,Debts    free is one of most underrated GRACE,3299.0,35211.0,731.0,281.0,0.0,False,,
0.107,0.188,0.705,-0.5857,@iriakpe,"No one is begging @MBuhari to #LockDownNigeria even though I supported it. A reasonable govt will not even allow her citizens step out at any time this period. To ask people to open food markets from 10am-2pm or 4pm to me is a great sign of leadership failure. PMB, U FAILED US.",2020-04-01 22:47:51,en,,0.0,0.0,@iriakpe,Apostle J.E. Iriakpe ( A Complete Nigerian),"President @GodsTabernacle2. An Apostle, Teacher & Pastor by calling, Executive Director @isumede. I speak when I spot error. Am simple. RTs not Endorsement",2910.0,567.0,1148.0,872.0,2.0,False,,
0.197,0.0,0.803,0.7269,@yorexx_im,"The energy you guys put in asking @sydneytaIker to bring his test result was the same energy put in asking @MBuhari
2 bring just his Waec result this country for better.

#SydneyWeyYourResult
#BopDaddyChallenge",2020-04-01 22:47:51,en,,4.0,0.0,,𝕊𝕠𝕦𝕟𝕕 𝕃𝕠𝕣𝕕🔕,"🅞🅝 🅖⭕🅓
𝕃𝕆𝕍𝔼&ℝ🌹𝕊𝔼𝕊 𝕖𝕡
𝔊𝔬𝔬𝔡 𝔐𝔲𝔰𝔦𝔠 𝔉𝔬𝔯 𝔜𝔬
¶cнecĸ oυт мy sᴏɴɢs
https://t.co/0Obdl7b2iO •YouTube•
https://t.co/SLLKauvS0L",294.0,8495.0,762.0,715.0,0.0,False,,
0.0,0.0,1.0,0.0,@peterdennis252,"@renoomokri @MBuhari 0098226581
Access/diamond bank",2020-04-01 22:47:38,en,,0.0,0.0,@renoomokri,TheRock,,269.0,15116.0,99.0,186.0,0.0,False,,
0.24,0.0,0.76,0.7885,@kevynmorgan,"CLICK TO SEE THE VIDEO
https://t.co/EEajU79sfW
Message for the FEDERAL GOVERNMENT OF NIGERIA. @MBuhari @aedcelectricity 
WE ARE HUMBLE CITIZEN. PLEASE LOOK KINDLY ON US",2020-04-01 22:47:38,en,,0.0,0.0,,KYNG 👑 MORGANA 🗡,Creative Director of FASHION DYNASTY https://t.co/2wGMeC9QKa | mobile Photographer https://t.co/X71itsgpEF 🇳🇬 09032844535 ♌️,3391.0,5218.0,610.0,693.0,8.0,False,,
0.121,0.036,0.843,0.6038,@Beauty90Harriet,"Fg says it transferred 3 billion to Nigerians in 24 hrs,Haaa God , landlord is kicking us out and I can barely feed my family and I didn't get a dime,@MBuhari
These years I shed tonight won't allow you and your people have peace 😭😭😭 @renoomokri @YulEdochie @APOSTLESULEMAN",2020-04-01 22:47:21,en,,0.0,0.0,,Harriet Chinonso,"I will succeed because  am crazy enough to think I can 💪 💪

music lover, loves to read,foodie, entrepreneur,not Normal, crazy and Sapiosexual 👸👸",802.0,869.0,643.0,115.0,0.0,False,,
0.263,0.298,0.439,-0.1027,@AfBolaji,@eyenadams @Respectnelson @renoomokri @MBuhari Haha. Wicked child.,2020-04-01 22:47:04,en,,0.0,0.0,@eyenadams,Bolaji,"🍭Husband
🍭Father
🍭Lover of God
🍭 IT Analyst",850.0,158.0,1191.0,350.0,0.0,False,,
0.0,0.216,0.784,-0.296,@blvck_me,@ben_neyu @Eggisoko_ @MBuhari No dey do anyhow my guy,2020-04-01 22:47:02,en,,1.0,0.0,@ben_neyu,wisdom 🤡,,8727.0,14401.0,2066.0,2113.0,0.0,False,,
0.109,0.0,0.891,0.296,@dabai_ismail,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Scam.. transfer the money through verified BVN’s that all. Why will u share it cash?,2020-04-01 22:46:58,en,,0.0,0.0,@BashirAhmaad,Ismail Dabai,"#Abusite• 
$Entrepreneur£ All kind of Cars.
My Weapon Is Art•
Architect/Industrial designer°°
Chelsea • Blues°°
IG-@Ismail_dabai.",365.0,2190.0,1560.0,1850.0,0.0,False,,
0.088,0.0,0.912,0.4201,@Bluetoothdon,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Cash transfer? But what I am seeing in the picture looks more like a donation transfer is usually done in the bank I stand to be corrected anyway,2020-04-01 22:46:58,en,,0.0,0.0,@BashirAhmaad,Legends laundry,"Unique, good looking, trouble free, political analysts, sports lover 
iwuala.joe@gmail.com",4805.0,6779.0,1095.0,384.0,0.0,False,,
0.0,0.0,1.0,0.0,@blvck_me,@ben_neyu @Eggisoko_ @MBuhari Just why will you nominate me along side buhari😂😂,2020-04-01 22:46:49,en,,0.0,0.0,@ben_neyu,wisdom 🤡,,8727.0,14401.0,2066.0,2113.0,0.0,False,,
0.0,0.338,0.662,-0.623,@Ummis_Collectn,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct ""most poorest"" hmmmmmm English!",2020-04-01 22:46:38,en,,0.0,0.0,@BashirAhmaad,Ummi's Collections,Your number one spot for elegant and affordable wristwatches and jewelries.,24.0,639.0,434.0,322.0,0.0,False,,
0.0,0.0,1.0,0.0,@ROZZAYLION,@RuggedyBaba @Customng1 @MBuhari @NGRPresident @ProfOsinbajo @NGRSenate @aishambuhari @jidesanwoolu BABA do something 🙏 man need chow,2020-04-01 22:46:38,en,,1.0,0.0,@RuggedyBaba,ulichukwudereagu,an easy going lad,450.0,458.0,532.0,46.0,0.0,False,,
0.0,0.0,1.0,0.0,@DrBecky16,@Rollysugar1 @renoomokri @albertkorede @MBuhari 👏👏👏👏,2020-04-01 22:46:33,und,,2.0,0.0,@Rollysugar1,DrBecky,"an optometrist
am a free spirited being, welcoming n accommodating
i appreciate friendship",294.0,925.0,557.0,470.0,0.0,False,,
0.286,0.0,0.714,0.34,@EzekielTimmy1,@renoomokri @MBuhari 0061775670 diamond access  Oluwatobi Oluwatimilehin,2020-04-01 22:46:32,tl,,0.0,0.0,@renoomokri,Ezekiel Timmy,"lady with cool features, loves swimming and singing",62.0,64.0,71.0,22.0,0.0,False,,
0.186,0.048,0.766,0.802,@Fatah53804562,"Well, but where is hand sanitizer? @HandSanitizer could have been better alone because water is affordable. All it takes, mobilize volunteers for production and supply them with materials needed. Hence, cost also get minimized or through NASS chairman to appeal to @MBuhari that https://t.co/m5UrqhRCi8",2020-04-01 22:46:32,en,,2.0,0.0,,Fatah,Independent Affiliates Entrepreneur | Laboratory Analyst | Serial Volunteer| Humanitarian | Emotional intelligence trainee,778.0,573.0,194.0,167.0,0.0,False,,
0.0,0.0,1.0,0.0,@GbStitches,"@nazokezie @YulEdochie @MBuhari Volume....make him hear,Mr https://t.co/6o7iGjoOSa ur job",2020-04-01 22:46:08,en,,0.0,0.0,@nazokezie,Gb Stitches,my life makes me special,7.0,8.0,79.0,10.0,0.0,False,,
0.363,0.0,0.637,0.6908,@lawson_damiete,@renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari Lol. What goes around surely comes around...,2020-04-01 22:46:05,en,,0.0,0.0,@renoomokri,Nobody's anything 😩🙄,god on earth. Daring. Woman. Biochemist.,1653.0,2617.0,353.0,323.0,0.0,False,,
0.426,0.0,0.574,0.8357,@JamesShaba,"@renoomokri @MBuhari I really wish i could get picked 

Kindly help Sir

0691924739
Access Bank 
James O.",2020-04-01 22:45:51,en,,0.0,0.0,@renoomokri,saint.Googles,Official twitter handle of the CEO  #immacholdings,1090.0,543.0,608.0,69.0,0.0,False,,
0.367,0.0,0.633,0.4404,@pharm_otb,@renoomokri @MBuhari 0044940520 Access bank. Thanks,2020-04-01 22:45:49,en,,0.0,0.0,@renoomokri,Klasical otb,"A Pharmacist, policy and political analyst n human rights activist",2281.0,1970.0,443.0,530.0,0.0,False,,
0.0,0.0,1.0,0.0,@AbbaKiski,@BOMADISCONECT @NCDCgov @foundation_ma @Fmohnigeria @FMICNigeria @Sadiya_farouq @nigerianports @LSMOH @DrEOEhanire @AfricaCDC @nighealthwatch @EpidAlert @WHONigeria @MBuhari Just look at your life,2020-04-01 22:45:48,en,,0.0,0.0,@BOMADISCONECT,ℍ𝔸𝕊𝕊𝔸ℕ 𝔸𝔹𝔹𝔸 𝕂𝕀𝕊𝕂𝕀 🇳🇬,Administrator | #Inspirator | Disaster Risk Manager | Environmental Biologist |Peace advocate| Activists | The world is at war with hidden enemy. WE WILL WIN |,2796.0,4132.0,305.0,283.0,0.0,False,,
0.102,0.047,0.851,0.3818,@official_johnex,"@MBuhari Mr president sir,
Please we need money to stay at home,
At least,a citizen in this country with BVN should be given money no be able to cope with these COVID 19 pandemic that requires staying at home....
Thank you Mr president.",2020-04-01 22:45:45,en,,0.0,0.0,@MBuhari,Bisolavisuals,"Photographer,
VISUALIST,
music lover❤️",62.0,528.0,135.0,20.0,0.0,False,,
0.0,0.144,0.856,-0.4939,@flokemite,This is how the Nigerian Government under the heartless President @MBuhari is enforced a stay at home order for #COVIDー19 . https://t.co/7ZSdpve3Tq,2020-04-01 22:45:39,en,,0.0,0.0,,Flo,WARRI,11661.0,2728.0,243.0,411.0,4.0,False,,
0.122,0.21,0.667,-0.6467,@marvelchinonso,"@aaf0f69300e74c7 @classykayce @renoomokri @MBuhari I see pride in ur tweet,,but there's difference between poor and broke,,,And You're privileged to have more than someone doesn't make that person poor,or gives u the right to call them poor, anyway I don't like to argue about things like this cos is of no use.",2020-04-01 22:45:28,en,,0.0,0.0,@aaf0f69300e74c7,Marvel Chinonso,"love creative and humble people,A Student.",2772.0,8328.0,341.0,282.0,0.0,False,,
0.0,0.0,1.0,0.0,@Xmolaj,"@NGRPresident @MBuhari Audio.,....",2020-04-01 22:45:19,es,,0.0,0.0,@NGRPresident,Randy Jack 🆗🇳🇬,we tnk God for his love @real_rjack,627.0,4303.0,85.0,79.0,0.0,False,,
0.0,0.216,0.784,-0.4137,@iamreo_akin007,@BeautySIunit @SympLySimi @Kklazzique @MBuhari Then why the crazy tariff charge ??,2020-04-01 22:45:13,en,,0.0,0.0,@BeautySIunit,Akinola,,9.0,10.0,62.0,12.0,0.0,False,,
0.172,0.0,0.828,0.4404,@AbbaKiski,@Adeyemiblues4 @NCDCgov @foundation_ma @Fmohnigeria @FMICNigeria @Sadiya_farouq @nigerianports @LSMOH @DrEOEhanire @AfricaCDC @nighealthwatch @EpidAlert @WHONigeria @MBuhari Thanks,2020-04-01 22:45:11,en,,1.0,0.0,@Adeyemiblues4,ℍ𝔸𝕊𝕊𝔸ℕ 𝔸𝔹𝔹𝔸 𝕂𝕀𝕊𝕂𝕀 🇳🇬,Administrator | #Inspirator | Disaster Risk Manager | Environmental Biologist |Peace advocate| Activists | The world is at war with hidden enemy. WE WILL WIN |,2796.0,4132.0,305.0,283.0,0.0,False,,
0.214,0.0,0.786,0.2905,@preshlynlive,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Nigeria!!! We hail thee,2020-04-01 22:45:03,en,,0.0,0.0,@BashirAhmaad,PRESHLYN,,33272.0,743.0,3428.0,4297.0,14.0,False,,
0.088,0.047,0.866,0.357,@Feezzy9,"We have decided not to die; we ask the government to give us 50k Each. We are not Joking. 
#GiveUsFood
#GiveUs50kEach  #howdowesurvive

@MBuhari
@ProfOsinbajo
@jidesanwoolu
@Imamofpeace
@tundefashola
@alicodangote
@David 
@wizkidayo
@olamide_YBNL
@burnaboy
@saharaReporters",2020-04-01 22:45:02,en,,4.0,3.0,,Feezzy,"Hi guys, my names are olayide afeez olawale a.k.a FEEZZY! A fashion student at yaba college of technology! I'm a cool and calm guy who enjoyed socializing!!!",20.0,30.0,15.0,7.0,0.0,False,,
0.278,0.0,0.722,0.7717,@grems14,@BashirAhmaad @MBuhari @FMHDSD Why won’t they use bank account so that the money will be easily accounted for #May God save this country,2020-04-01 22:44:40,en,,0.0,0.0,@BashirAhmaad,grems,Geologist# World News# Football Government & Politics TV~Research,39.0,46.0,27.0,4.0,0.0,False,,
0.0,0.099,0.901,-0.4939,@phunky4real16,@oluwaloninyo @DrJoeAbah @HenshawKate @followlasg @NCDCgov @official2baba @MBuhari FYA...Just got this video from one of Nigerian actors  stating that the Covid-19 test kits from China has been infected with COVID-19 https://t.co/K2ZeaKAIfl,2020-04-01 22:44:37,en,,0.0,0.0,@oluwaloninyo,Akintunde Olufunke,Graceful and mercified always,9.0,13.0,92.0,9.0,0.0,False,,
0.0,0.211,0.789,-0.6449,@AdamuJawad,"Shame On @MBuhari @BashirAhmaad .

@RMK_2023 @Justice65222639 @sharepaliyumusa @ELBINAWI @chachera88 @Safeeyan3 See What is Happening in our Country!!!!!",2020-04-01 22:44:24,en,,0.0,1.0,@AdamuJawad,Jawad Adamu Tsoho,Only justice can justify according 2 justification of justice ✌ ',2507.0,1799.0,1983.0,714.0,0.0,False,,
0.479,0.0,0.521,0.5574,@diBS_12864,"@renoomokri @MBuhari 0054365580
Balogun 
Access 
Thank god",2020-04-01 22:44:16,en,,0.0,0.0,@renoomokri,baloGun abiola,great god,66.0,219.0,73.0,7.0,0.0,False,,
0.0,0.0,1.0,0.0,@Iam_zakson,@renoomokri @MBuhari 6552169861 fidelity bank,2020-04-01 22:44:11,en,,0.0,0.0,@renoomokri,Zakari Abdurazaq,"Judge me when you're #perfect. Shut up when you're not.
🇳🇬
🇳🇬 #AbleGod

#Justice Fighter",127.0,145.0,816.0,35.0,0.0,False,,
0.62,0.0,0.38,0.5994,@Abdul_eLRufai_,@mimee__1 TheManOfTheMatch😎 God bless @MBuhari 💫,2020-04-01 22:44:06,en,,1.0,0.0,@mimee__1,Great_Son_of_Kaduna,#ISLAM_AMBASSADOR.👳❤☝.,6444.0,8235.0,1170.0,903.0,0.0,False,,
0.0,0.0,1.0,0.0,@ol_olaitan,@renoomokri @MBuhari 2015517801. First bank,2020-04-01 22:43:55,en,,0.0,0.0,@renoomokri,olanrewaju olaitan,,26.0,25.0,49.0,1.0,0.0,False,,
0.0,0.0,1.0,0.0,@beazy_lee,"@am_mayor1 @MBuhari @ProfOsinbajo @jidesanwoolu @davido @TonyOElumelu @AlikoDangote @hayurbami @Feezzy9 @esanism @SaharaReporters @Imamofpeace @iRuntown 
@Soundsultan 
@djkaywise 
@IsiakaAdeleke1 
@Peruzzi 
@Dremodrizzy 
@alakijaofficial",2020-04-01 22:43:52,und,,1.0,0.0,@am_mayor1,tife dola,,235.0,234.0,213.0,89.0,0.0,False,,
0.365,0.0,0.635,0.7943,@MOSESADEWOLE12,"@renoomokri @MBuhari 3095640146
ADEWOLE, Moses Oyewale
FirstBank Savings account.
Thanks so much Sir.
God bless the more.",2020-04-01 22:43:52,en,,0.0,0.0,@renoomokri,MOSES ADEWOLE,"I am lover of Love(God).
I am a poet,business owner,medical student and an aspiring politician.",16.0,13.0,63.0,7.0,0.0,False,,
0.065,0.103,0.832,-0.1675,@telewestauto,"President @MBuhari and his team may not be interested in ending #COVIDー19 after all. Cash transactions is one easy means of transmitting communicable diseases, yet FG ignored its cashless campaign for cash payment of this magnitude? @channelstv @WHO @Imamofpeace https://t.co/vNF3kLrI6E",2020-04-01 22:43:50,en,,1.0,0.0,@telewestauto,Tosin Jegede,"An unrepentant believer in developmental politics, a critic by nature and an anti corruption crusader.",1243.0,76.0,1110.0,371.0,0.0,False,,
0.0,0.0,1.0,0.0,@RMK_2023,@sadikac @MBuhari @elrufai @PoliceNG @Imamofpeace Amin,2020-04-01 22:43:42,en,,0.0,0.0,@sadikac,Kwankwasiyya_Empire 👑,"Where everything about Kwankwasiyya is brought.
 @AminuGwarzo_V  @RMK_Quotes",29077.0,24116.0,190.0,16413.0,3.0,False,,
0.0,0.0,1.0,0.0,@Luckydile,"@renoomokri @MBuhari 2189317108
Zenith",2020-04-01 22:43:41,en,,0.0,0.0,@renoomokri,Lucky Dile,"Electrical Engineer. newbie Developer. Igbo man. 
I make sure I follow back.",4137.0,7115.0,4900.0,2104.0,0.0,False,,
0.0,0.0,1.0,0.0,@Kessunberber,"@BentBladi0 @Mzr_islem @Idir31813318 @ZuhirBenslama @mustang_texas @djebarak @doulnoun @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari ""Refraining"" is the key word..🙏",2020-04-01 22:43:18,en,,4.0,0.0,@BentBladi0,Avdenour l'AFRICAIN,"« c'est un exilé, un non-citoyen, ce qui lui ménage une certaine distance relativement à ceux qui sont plongés dans le feu de l'action »
De savoirs avide il fut",7302.0,3145.0,883.0,189.0,2.0,False,,
0.0,0.0,1.0,0.0,@MahmoudUsman11,"@queenyawere @AnObliviousGeek @BashirAhmaad @MBuhari Inconfitent pple, soon: insha_Allah",2020-04-01 22:43:10,en,NG,0.0,0.0,@queenyawere,Mahmoud Usman,Was born 10th the june 1981,225.0,148.0,100.0,9.0,0.0,False,,
0.09,0.303,0.607,-0.8151,@Sammykings13,"@realFFK @MBuhari fans know he is not doing well, but they have no choice because off bribal, religion and party war that is why they can't say the truth.",2020-04-01 22:42:52,en,NG,1.0,0.0,@realFFK,kso,"just here to had fun. all na joke.
Manchester United, Real Madrid, music",1940.0,14100.0,2546.0,2252.0,0.0,False,,
0.0,0.326,0.674,-0.5256,@Desvicky1,@AishaYesufu @elrufai @MBuhari @PoliceNG @HQNigerianArmy @DefenceInfoNG Very sad,2020-04-01 22:42:52,en,,0.0,0.0,@AishaYesufu,D,Am cool and fun to be with,789.0,2256.0,84.0,68.0,0.0,False,,
0.0,0.0,1.0,0.0,@MOSESADEWOLE12,"@renoomokri @MBuhari 3095640146
Adewole, Moses Oyewale
FirstBank Savings account.",2020-04-01 22:42:41,en,,0.0,0.0,@renoomokri,MOSES ADEWOLE,"I am lover of Love(God).
I am a poet,business owner,medical student and an aspiring politician.",16.0,13.0,63.0,7.0,0.0,False,,
0.0,0.0,1.0,0.0,@ncheayi,"@renoomokri @MBuhari 0773419780
Access Bank

Maybe this time I will get lucky😣😣😣",2020-04-01 22:42:34,en,,0.0,0.0,@renoomokri,Ncheayi,"Crossriverian
Instagram: heayi_Gift",1792.0,1510.0,68.0,97.0,1.0,False,,
0.0,0.0,1.0,0.0,@Bobbie_laja,Don't break NONi na money all of us they find ifhen @MBuhari https://t.co/ZAbodNUmpi,2020-04-01 22:42:25,en,,0.0,0.0,,L.A.J.A,song writer:writer:Artiste:Actor:Engineer:Hustler:God fearing:Motivation speaker:Aspiring politician..all for 1 contact/Booking  No:09036034214,801.0,295.0,580.0,110.0,0.0,False,,
0.126,0.0,0.874,0.3818,@marvelchinonso,"@ibenwa @renoomokri @MBuhari My dear inukwam,, Maka enyemaka ka mmadu ga eji na akpo mmadu ibeya ogbenye onu ntu",2020-04-01 22:42:23,in,,1.0,0.0,@ibenwa,Marvel Chinonso,"love creative and humble people,A Student.",2772.0,8328.0,341.0,282.0,0.0,False,,
0.181,0.0,0.819,0.7351,@Kdydon,@hottiebeibe07 @seyiamakinde Hope u know @MBuhari may not come to our rescue in oyo state if the necessary step is not been taken bcoz we do politics with everything in Nigeria,2020-04-01 22:42:19,en,,0.0,0.0,@hottiebeibe07,Aderibigbe Adekunle,,570.0,921.0,417.0,56.0,0.0,False,,
0.082,0.143,0.775,-0.345,@Awolala_19,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Are there any poorest in the Town or City? Only place you found that is Village. So don't scam us. Will no where the film is going to end👀,2020-04-01 22:42:07,en,,0.0,0.0,@BashirAhmaad,OLUWASEUN🤓,follow and I follow back👆🤓,261.0,850.0,256.0,62.0,0.0,False,,
0.0,0.196,0.804,-0.296,@Emilo_Cee,"@renoomokri @MBuhari Fidelity A/c no - 6171937951 
A/c name - Ezenwa Emeka",2020-04-01 22:42:07,und,,0.0,0.0,@renoomokri,P∆pi™,"Broke Architect 🚶
Fun & Lovely😘

@manutd Die hard fan💯

IFB ASAP......",699.0,18840.0,3462.0,2743.0,1.0,False,,
0.0,0.672,0.328,-0.6239,@King_Olola,@renoomokri @MBuhari Fraud!,2020-04-01 22:42:07,fr,,0.0,0.0,@renoomokri,Vivified Maelstrom,Live. Love. Learn.,26692.0,2082.0,547.0,656.0,37.0,False,,
0.0,0.352,0.648,-0.5859,@manolihno,@renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari Karma is a bitch,2020-04-01 22:42:05,en,,0.0,0.0,@renoomokri,Cino,"I am easy going guy and fun to be with,love new things",18.0,1.0,51.0,11.0,0.0,False,,
0.0,0.0,1.0,0.0,@RealtyGab,@RuggedyBaba @Customng1 @MBuhari @NGRPresident @ProfOsinbajo @NGRSenate @aishambuhari @jidesanwoolu Ruggedy Abacha Loot you took us back to Memory lane,2020-04-01 22:41:59,en,,0.0,0.0,@RuggedyBaba,GAB.FROST,"Freestyle ,FleeStyle, Greestyle",255.0,33.0,175.0,3.0,0.0,False,,
0.0,0.0,1.0,0.0,@EzeokoyeMarvel,"@renoomokri @MBuhari My account sir,3086266061. Ezeokoye Ebuka m. Firstbank",2020-04-01 22:41:48,en,,0.0,0.0,@renoomokri,Ezeokoye marvel,Just simple,14.0,9.0,67.0,2.0,0.0,False,,
0.078,0.125,0.798,-0.4378,@saemoenl,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Total waste of money n everything. No more a single institution working to handle all this task. Census is not all about the total number of people. Democracy is not for foolish people.,2020-04-01 22:41:45,en,,0.0,0.0,@BashirAhmaad,SS®️,"We are a humble team of designers, photographers, filmmakers, developers & strategic thinkers who are passionate about helping our clients reach their goals.",3452.0,905.0,208.0,74.0,2.0,False,,
0.342,0.0,0.658,0.6369,@sammyk4life,"@renoomokri @MBuhari 0107041101 GTB 
Samuel Olaoluwa
Thank you. I will appreciate any amount",2020-04-01 22:41:45,en,,0.0,0.0,@renoomokri,kikiowo,,1204.0,3380.0,1415.0,1049.0,0.0,False,,
0.149,0.0,0.851,0.5523,@AbbaKiski,@_Luminous_99 @NCDCgov @foundation_ma @Fmohnigeria @FMICNigeria @Sadiya_farouq @nigerianports @LSMOH @DrEOEhanire @AfricaCDC @nighealthwatch @EpidAlert @WHONigeria @MBuhari But don't forget that we are in #LockDownNigeria . And surely we obeyed FG commands.,2020-04-01 22:41:44,en,,1.0,0.0,@_Luminous_99,ℍ𝔸𝕊𝕊𝔸ℕ 𝔸𝔹𝔹𝔸 𝕂𝕀𝕊𝕂𝕀 🇳🇬,Administrator | #Inspirator | Disaster Risk Manager | Environmental Biologist |Peace advocate| Activists | The world is at war with hidden enemy. WE WILL WIN |,2796.0,4132.0,305.0,283.0,0.0,False,,
0.0,0.0,1.0,0.0,@Mzr_islem,@doulnoun @Idir31813318 @Kessunberber @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @epsilonov71 @MBuhari Je suis d'accord avec Younes il a raison,2020-04-01 22:41:35,fr,,1.0,0.0,@doulnoun,Islem Mezouar,"I get up in the morning and, I go to bed at night. In between, I occupy myself as best I can. ♤",7197.0,10884.0,1829.0,417.0,1.0,False,,
0.0,0.0,1.0,0.0,@MOSESADEWOLE12,"@renoomokri @MBuhari 3095640146
Adewole Moses Oyewale
FirstBank Savings account.",2020-04-01 22:41:32,en,,0.0,0.0,@renoomokri,MOSES ADEWOLE,"I am lover of Love(God).
I am a poet,business owner,medical student and an aspiring politician.",16.0,13.0,63.0,7.0,0.0,False,,
0.0,0.0,1.0,0.0,@BitchSkillz,@SympLySimi @MBuhari Aunty carry your small body shift Abeg.,2020-04-01 22:41:30,en,,0.0,0.0,@SympLySimi,TruthManiac,"Sexually Liberal, Life of a party,A mouth that sings and stings",706.0,2123.0,135.0,132.0,0.0,False,,
0.0,0.0,1.0,0.0,@Obinna56520803,@SympLySimi @MBuhari I tire o,2020-04-01 22:41:26,en,,0.0,0.0,@SympLySimi,Obinna,"having fun,I guess it's great",3.0,1.0,29.0,2.0,0.0,False,,
0.106,0.051,0.843,0.3182,@Temrichie2,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Money given to Nigerians to ease out our suffering for this season of pandemic that the Minister for humanitarian ,a woman for that matter is sharing as if it’s hers claiming that Buhari ordered her to do so ,when the same Buhari  recent broadcast to the nation never mentioned it",2020-04-01 22:41:07,en,,0.0,0.0,@BashirAhmaad,temrichie_2000@yahoo.ca,Government & Politics,4315.0,6829.0,3289.0,1086.0,2.0,False,,
